city,date,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,pressure,wind,hour,day,month,day_of_week,aqi_change_rate
islamabad,2026-05-22 14:00:00+00:00,115.0,41.1,100.1,49.0,80.1,11.8,855.0,30.7,31.0,947.4,11.0,19.0,22.0,5.0,4.0,28.0
islamabad,2026-05-22 15:00:00+00:00,150.0,55.4,115.0,11.0,108.7,13.2,984.0,29.1,36.0,947.4,10.3,20.0,22.0,5.0,4.0,35.0
islamabad,2026-05-22 16:00:00+00:00,153.0,60.3,109.4,0.0,112.4,12.6,1069.0,27.9,39.0,947.6,6.9,21.0,22.0,5.0,4.0,3.0
islamabad,2026-05-22 17:00:00+00:00,139.0,50.8,84.3,2.0,102.5,10.8,1115.0,26.4,46.0,947.7,5.7,22.0,22.0,5.0,4.0,-14.0
islamabad,2026-05-22 18:00:00+00:00,124.0,44.7,72.4,10.0,88.4,9.0,1068.0,27.3,44.0,947.4,4.9,23.0,22.0,5.0,4.0,-15.0
islamabad,2026-05-22 19:00:00+00:00,108.0,38.5,63.3,22.0,70.3,7.5,847.0,26.6,46.0,947.3,4.4,0.0,23.0,5.0,5.0,-16.0
islamabad,2026-05-22 20:00:00+00:00,93.0,32.1,55.2,40.0,48.0,5.9,533.0,26.5,45.0,947.3,4.3,1.0,23.0,5.0,5.0,-15.0
islamabad,2026-05-22 21:00:00+00:00,81.0,26.5,48.2,56.0,29.6,4.7,320.0,26.0,45.0,946.8,2.8,2.0,23.0,5.0,5.0,-12.0
islamabad,2026-05-22 22:00:00+00:00,73.0,22.4,42.3,69.0,18.1,3.9,304.0,25.9,42.0,946.8,4.3,3.0,23.0,5.0,5.0,-8.0
islamabad,2026-05-22 23:00:00+00:00,66.0,19.2,40.7,79.0,10.6,3.5,389.0,25.6,40.0,947.2,10.4,4.0,23.0,5.0,5.0,-7.0
islamabad,2026-05-23 00:00:00+00:00,60.0,16.4,34.7,83.0,7.3,3.5,482.0,24.4,48.0,947.4,3.8,5.0,23.0,5.0,5.0,-6.0
islamabad,2026-05-23 01:00:00+00:00,59.0,15.9,29.2,84.0,10.6,3.5,572.0,24.4,49.0,948.0,7.0,6.0,23.0,5.0,5.0,-1.0
islamabad,2026-05-23 02:00:00+00:00,62.0,17.5,35.9,86.0,14.9,3.7,669.0,26.5,39.0,948.2,6.9,7.0,23.0,5.0,5.0,3.0
islamabad,2026-05-23 03:00:00+00:00,67.0,19.8,45.1,93.0,16.7,4.3,709.0,28.9,33.0,949.1,6.7,8.0,23.0,5.0,5.0,5.0
islamabad,2026-05-23 04:00:00+00:00,71.0,21.7,57.7,110.0,13.6,5.9,643.0,30.8,30.0,950.2,3.3,9.0,23.0,5.0,5.0,4.0
islamabad,2026-05-23 05:00:00+00:00,73.0,22.6,66.4,132.0,7.9,8.0,519.0,32.9,23.0,950.2,0.7,10.0,23.0,5.0,5.0,2.0
islamabad,2026-05-23 06:00:00+00:00,80.0,25.7,76.1,149.0,3.7,9.4,420.0,34.4,19.0,950.1,5.4,11.0,23.0,5.0,5.0,7.0
islamabad,2026-05-23 07:00:00+00:00,81.0,26.4,77.8,157.0,2.5,9.5,378.0,35.5,18.0,949.8,2.4,12.0,23.0,5.0,5.0,1.0
islamabad,2026-05-23 08:00:00+00:00,80.0,26.1,74.5,161.0,2.7,8.8,361.0,35.6,19.0,949.3,5.0,13.0,23.0,5.0,5.0,-1.0
islamabad,2026-05-23 09:00:00+00:00,80.0,25.8,71.7,161.0,3.4,8.1,355.0,32.7,28.0,949.5,15.8,14.0,23.0,5.0,5.0,0.0
islamabad,2026-05-23 10:00:00+00:00,80.0,25.7,69.8,160.0,3.0,7.3,323.0,33.4,24.0,948.9,11.2,15.0,23.0,5.0,5.0,0.0
islamabad,2026-05-23 11:00:00+00:00,76.0,23.9,63.8,155.0,3.1,6.4,302.0,33.9,24.0,948.5,4.3,16.0,23.0,5.0,5.0,-4.0
islamabad,2026-05-23 12:00:00+00:00,55.0,14.0,34.2,142.0,6.8,5.5,387.0,35.5,18.0,947.6,5.8,17.0,23.0,5.0,5.0,-21.0
islamabad,2026-05-23 13:00:00+00:00,54.0,13.6,30.9,120.0,17.9,5.8,682.0,34.1,21.0,947.5,7.8,18.0,23.0,5.0,5.0,-1.0
islamabad,2026-05-23 14:00:00+00:00,60.0,16.5,29.8,89.0,33.4,6.1,1084.0,31.8,30.0,947.2,8.2,19.0,23.0,5.0,5.0,6.0
islamabad,2026-05-23 15:00:00+00:00,72.0,21.9,34.2,62.0,46.0,6.3,1372.0,29.9,38.0,947.1,9.2,20.0,23.0,5.0,5.0,12.0
islamabad,2026-05-23 16:00:00+00:00,75.0,23.7,34.7,45.0,53.2,6.3,1476.0,28.7,37.0,947.5,9.5,21.0,23.0,5.0,5.0,3.0
islamabad,2026-05-23 17:00:00+00:00,78.0,24.9,34.5,32.0,57.5,6.1,1466.0,27.1,40.0,947.6,8.0,22.0,23.0,5.0,5.0,3.0
islamabad,2026-05-23 18:00:00+00:00,80.0,26.0,33.8,24.0,58.8,5.8,1340.0,28.3,45.0,947.5,5.4,23.0,23.0,5.0,5.0,2.0
islamabad,2026-05-23 19:00:00+00:00,78.0,24.9,32.4,21.0,56.7,5.4,1018.0,26.6,53.0,946.8,5.8,0.0,24.0,5.0,6.0,-2.0
islamabad,2026-05-23 20:00:00+00:00,76.0,23.8,30.9,21.0,51.7,4.9,580.0,25.5,58.0,946.1,5.0,1.0,24.0,5.0,6.0,-2.0
islamabad,2026-05-23 21:00:00+00:00,72.0,22.1,28.5,25.0,45.4,4.5,256.0,24.5,62.0,946.0,1.5,2.0,24.0,5.0,6.0,-4.0
islamabad,2026-05-23 22:00:00+00:00,66.0,19.0,24.4,31.0,37.3,4.1,148.0,24.1,62.0,945.8,1.5,3.0,24.0,5.0,6.0,-6.0
islamabad,2026-05-23 23:00:00+00:00,58.0,15.6,20.4,40.0,28.0,3.7,154.0,23.6,63.0,945.2,1.8,4.0,24.0,5.0,6.0,-8.0
islamabad,2026-05-24 00:00:00+00:00,58.0,15.4,24.9,57.0,18.2,3.5,202.0,24.9,53.0,945.6,2.5,5.0,24.0,5.0,6.0,0.0
islamabad,2026-05-24 01:00:00+00:00,57.0,14.8,24.8,68.0,17.0,4.0,305.0,25.1,52.0,945.6,3.2,6.0,24.0,5.0,6.0,-1.0
islamabad,2026-05-24 02:00:00+00:00,58.0,15.3,25.4,83.0,15.2,4.8,451.0,27.4,44.0,947.1,5.9,7.0,24.0,5.0,6.0,1.0
islamabad,2026-05-24 03:00:00+00:00,62.0,17.3,46.9,98.0,12.9,5.7,530.0,29.6,37.0,947.9,1.0,8.0,24.0,5.0,6.0,4.0
islamabad,2026-05-24 04:00:00+00:00,70.0,21.3,68.0,112.0,9.8,7.1,477.0,31.6,31.0,948.2,0.4,9.0,24.0,5.0,6.0,8.0
islamabad,2026-05-24 05:00:00+00:00,70.0,20.9,64.0,126.0,6.2,8.6,357.0,33.8,25.0,948.7,3.2,10.0,24.0,5.0,6.0,0.0
islamabad,2026-05-24 06:00:00+00:00,72.0,21.9,67.5,137.0,3.6,9.5,263.0,30.5,38.0,950.1,10.2,11.0,24.0,5.0,6.0,2.0
islamabad,2026-05-24 07:00:00+00:00,75.0,23.3,73.8,145.0,2.5,9.2,229.0,33.9,25.0,949.5,10.0,12.0,24.0,5.0,6.0,3.0
islamabad,2026-05-24 08:00:00+00:00,74.0,23.2,68.9,151.0,2.4,8.3,221.0,35.1,22.0,948.8,8.5,13.0,24.0,5.0,6.0,-1.0
islamabad,2026-05-24 09:00:00+00:00,74.0,22.8,63.6,154.0,2.6,7.5,225.0,35.1,21.0,947.8,8.7,14.0,24.0,5.0,6.0,0.0
islamabad,2026-05-24 10:00:00+00:00,73.0,22.7,61.2,154.0,2.3,7.1,225.0,34.9,22.0,947.2,8.4,15.0,24.0,5.0,6.0,-1.0
islamabad,2026-05-24 11:00:00+00:00,73.0,22.6,59.3,152.0,2.3,6.9,238.0,35.2,20.0,946.7,6.3,16.0,24.0,5.0,6.0,0.0
islamabad,2026-05-24 12:00:00+00:00,87.0,29.2,80.1,148.0,5.1,8.7,298.0,35.1,21.0,946.3,7.7,17.0,24.0,5.0,6.0,14.0
islamabad,2026-05-24 13:00:00+00:00,82.0,26.8,69.4,126.0,16.1,9.0,446.0,33.7,24.0,946.2,5.0,18.0,24.0,5.0,6.0,-5.0
islamabad,2026-05-24 14:00:00+00:00,84.0,28.0,60.5,94.0,31.7,9.4,641.0,31.2,36.0,945.8,2.4,19.0,24.0,5.0,6.0,2.0
islamabad,2026-05-24 15:00:00+00:00,101.0,35.6,67.3,66.0,45.5,9.5,794.0,28.9,48.0,945.7,5.4,20.0,24.0,5.0,6.0,17.0
islamabad,2026-05-24 16:00:00+00:00,120.0,43.2,72.6,42.0,57.2,9.3,889.0,27.4,57.0,945.9,4.9,21.0,24.0,5.0,6.0,19.0
islamabad,2026-05-24 17:00:00+00:00,132.0,48.0,73.8,22.0,67.2,8.9,941.0,26.5,63.0,946.1,3.2,22.0,24.0,5.0,6.0,12.0
islamabad,2026-05-24 18:00:00+00:00,124.0,44.9,65.2,10.0,70.6,8.2,910.0,28.5,49.0,945.9,4.8,23.0,24.0,5.0,6.0,-8.0
islamabad,2026-05-24 19:00:00+00:00,110.0,39.1,55.4,13.0,63.0,7.1,732.0,26.9,56.0,945.4,2.3,0.0,25.0,5.0,0.0,-14.0
islamabad,2026-05-24 20:00:00+00:00,97.0,33.9,46.8,25.0,48.9,5.8,470.0,25.9,54.0,945.3,4.8,1.0,25.0,5.0,0.0,-13.0
islamabad,2026-05-24 21:00:00+00:00,87.0,29.2,40.9,36.0,36.7,4.8,273.0,25.2,52.0,945.4,9.3,2.0,25.0,5.0,0.0,-10.0
islamabad,2026-05-24 22:00:00+00:00,79.0,25.6,37.1,39.0,29.3,4.1,190.0,25.3,48.0,945.5,13.4,3.0,25.0,5.0,0.0,-8.0
islamabad,2026-05-24 23:00:00+00:00,74.0,23.2,34.1,41.0,23.9,3.6,173.0,24.6,49.0,945.3,7.9,4.0,25.0,5.0,0.0,-5.0
islamabad,2026-05-25 00:00:00+00:00,74.0,23.1,33.1,43.0,25.3,4.0,226.0,24.6,56.0,945.1,5.0,5.0,25.0,5.0,0.0,0.0
islamabad,2026-05-25 01:00:00+00:00,70.0,21.0,30.6,60.0,23.1,4.9,417.0,24.2,62.0,945.6,2.4,6.0,25.0,5.0,0.0,-4.0
islamabad,2026-05-25 02:00:00+00:00,72.0,22.2,32.4,84.0,19.9,6.0,678.0,26.3,55.0,946.1,3.1,7.0,25.0,5.0,0.0,2.0
islamabad,2026-05-25 03:00:00+00:00,71.0,21.8,44.7,107.0,16.3,6.9,812.0,29.4,40.0,946.9,1.8,8.0,25.0,5.0,0.0,-1.0
islamabad,2026-05-25 04:00:00+00:00,64.0,18.3,41.3,126.0,11.8,7.2,691.0,31.8,30.0,947.3,5.0,9.0,25.0,5.0,0.0,-7.0
islamabad,2026-05-25 05:00:00+00:00,60.0,16.4,37.1,144.0,6.9,7.2,443.0,33.3,24.0,947.3,6.6,10.0,25.0,5.0,0.0,-4.0
islamabad,2026-05-25 06:00:00+00:00,59.0,16.1,36.0,156.0,3.4,6.9,253.0,34.1,19.0,947.3,5.0,11.0,25.0,5.0,0.0,-1.0
islamabad,2026-05-25 07:00:00+00:00,58.0,15.3,34.0,159.0,2.3,6.3,197.0,35.1,15.0,947.0,7.3,12.0,25.0,5.0,0.0,-1.0
islamabad,2026-05-25 08:00:00+00:00,56.0,14.7,31.9,156.0,2.7,5.5,200.0,35.7,14.0,946.4,9.6,13.0,25.0,5.0,0.0,-2.0
islamabad,2026-05-25 09:00:00+00:00,54.0,13.7,28.2,153.0,3.4,4.9,222.0,35.9,12.0,945.9,10.3,14.0,25.0,5.0,0.0,-2.0
islamabad,2026-05-25 10:00:00+00:00,50.0,12.0,24.0,154.0,3.3,4.5,230.0,35.6,13.0,945.6,10.6,15.0,25.0,5.0,0.0,-4.0
islamabad,2026-05-25 11:00:00+00:00,42.0,10.0,19.7,155.0,3.4,4.3,255.0,35.2,15.0,945.4,11.7,16.0,25.0,5.0,0.0,-8.0
islamabad,2026-05-25 12:00:00+00:00,14.0,3.4,4.8,161.0,5.7,3.7,357.0,35.3,12.0,945.2,15.1,17.0,25.0,5.0,0.0,-28.0
islamabad,2026-05-25 13:00:00+00:00,15.0,3.6,5.3,137.0,17.9,4.4,624.0,33.8,13.0,945.2,12.6,18.0,25.0,5.0,0.0,1.0
islamabad,2026-05-25 14:00:00+00:00,30.0,7.1,8.9,103.0,35.0,5.5,966.0,31.5,18.0,945.0,7.1,19.0,25.0,5.0,0.0,15.0
islamabad,2026-05-25 15:00:00+00:00,59.0,16.1,18.6,73.0,50.4,6.3,1172.0,29.2,25.0,945.3,5.8,20.0,25.0,5.0,0.0,29.0
islamabad,2026-05-25 16:00:00+00:00,79.0,25.6,28.9,49.0,64.1,6.9,1126.0,26.7,34.0,945.2,8.1,21.0,25.0,5.0,0.0,20.0
islamabad,2026-05-25 17:00:00+00:00,95.0,32.8,36.9,28.0,75.9,7.3,944.0,26.3,33.0,945.7,9.8,22.0,25.0,5.0,0.0,16.0
islamabad,2026-05-25 18:00:00+00:00,92.0,31.7,35.9,18.0,79.1,7.3,760.0,27.3,31.0,945.9,9.4,23.0,25.0,5.0,0.0,-3.0
islamabad,2026-05-25 19:00:00+00:00,85.0,28.5,32.4,27.0,67.2,6.5,597.0,25.9,35.0,945.6,7.8,0.0,26.0,5.0,1.0,-7.0
islamabad,2026-05-25 20:00:00+00:00,77.0,24.3,27.9,46.0,46.5,5.2,433.0,24.7,40.0,945.3,4.9,1.0,26.0,5.0,1.0,-8.0
islamabad,2026-05-25 21:00:00+00:00,68.0,20.2,24.0,62.0,29.5,4.2,336.0,24.5,43.0,945.6,1.1,2.0,26.0,5.0,1.0,-9.0
islamabad,2026-05-25 22:00:00+00:00,62.0,17.2,21.0,67.0,20.6,3.6,344.0,24.6,42.0,945.5,0.9,3.0,26.0,5.0,1.0,-6.0
islamabad,2026-05-25 23:00:00+00:00,58.0,15.4,18.9,69.0,15.4,3.2,418.0,24.2,42.0,945.3,0.4,4.0,26.0,5.0,1.0,-4.0
islamabad,2026-05-26 00:00:00+00:00,57.0,14.8,18.6,75.0,12.6,3.5,517.0,24.2,48.0,945.5,1.1,5.0,26.0,5.0,1.0,-1.0
islamabad,2026-05-26 01:00:00+00:00,56.0,14.3,17.9,83.0,15.0,4.2,673.0,24.5,49.0,946.2,0.4,6.0,26.0,5.0,1.0,-1.0
islamabad,2026-05-26 02:00:00+00:00,59.0,15.9,20.3,94.0,18.0,5.2,853.0,25.9,41.0,946.9,2.8,7.0,26.0,5.0,1.0,3.0
islamabad,2026-05-26 03:00:00+00:00,59.0,15.9,23.7,107.0,18.8,6.1,913.0,28.6,32.0,947.7,0.6,8.0,26.0,5.0,1.0,0.0
islamabad,2026-05-26 04:00:00+00:00,53.0,12.9,21.9,124.0,15.0,6.7,742.0,31.6,26.0,948.0,0.6,9.0,26.0,5.0,1.0,-6.0
islamabad,2026-05-26 05:00:00+00:00,41.0,9.9,18.8,143.0,8.9,7.2,451.0,33.9,22.0,948.0,1.0,10.0,26.0,5.0,1.0,-12.0
islamabad,2026-05-26 06:00:00+00:00,39.0,9.4,20.3,157.0,4.3,7.2,236.0,34.9,17.0,948.3,2.7,11.0,26.0,5.0,1.0,-2.0
islamabad,2026-05-26 07:00:00+00:00,42.0,10.1,23.2,162.0,2.8,6.4,177.0,36.5,14.0,948.1,4.9,12.0,26.0,5.0,1.0,3.0
islamabad,2026-05-26 08:00:00+00:00,44.0,10.6,25.1,161.0,2.8,5.2,193.0,37.3,11.0,947.5,10.7,13.0,26.0,5.0,1.0,2.0
islamabad,2026-05-26 09:00:00+00:00,46.0,11.0,26.0,159.0,3.3,4.3,233.0,37.3,11.0,946.8,12.8,14.0,26.0,5.0,1.0,2.0
islamabad,2026-05-26 10:00:00+00:00,47.0,11.3,26.7,160.0,2.1,3.9,251.0,37.2,11.0,946.3,13.6,15.0,26.0,5.0,1.0,1.0
islamabad,2026-05-26 11:00:00+00:00,49.0,11.8,27.9,159.0,1.3,3.8,293.0,36.7,11.0,946.1,14.6,16.0,26.0,5.0,1.0,2.0
islamabad,2026-05-26 12:00:00+00:00,15.0,3.7,7.6,159.0,6.4,4.2,441.0,37.3,10.0,945.8,10.4,17.0,26.0,5.0,1.0,-34.0
islamabad,2026-05-26 13:00:00+00:00,23.0,5.4,11.7,134.0,19.9,5.1,820.0,35.9,12.0,946.0,10.3,18.0,26.0,5.0,1.0,8.0
islamabad,2026-05-26 14:00:00+00:00,45.0,10.8,17.5,99.0,39.0,6.3,1306.0,34.0,15.0,946.0,7.8,19.0,26.0,5.0,1.0,22.0
islamabad,2026-05-26 15:00:00+00:00,66.0,19.2,27.5,68.0,56.1,7.3,1607.0,31.9,21.0,946.2,8.4,20.0,26.0,5.0,1.0,21.0
islamabad,2026-05-26 16:00:00+00:00,84.0,27.6,36.4,43.0,71.1,7.9,1582.0,29.6,28.0,946.2,8.8,21.0,26.0,5.0,1.0,18.0
islamabad,2026-05-26 17:00:00+00:00,99.0,34.9,42.3,22.0,84.2,8.2,1372.0,27.7,35.0,946.5,7.7,22.0,26.0,5.0,1.0,15.0
islamabad,2026-05-26 18:00:00+00:00,93.0,31.9,36.3,12.0,88.7,8.1,1117.0,28.3,34.0,946.6,6.4,23.0,26.0,5.0,1.0,-6.0
islamabad,2026-05-26 19:00:00+00:00,81.0,26.2,28.9,19.0,78.3,7.3,811.0,27.4,37.0,946.5,3.2,0.0,27.0,5.0,2.0,-12.0
islamabad,2026-05-26 20:00:00+00:00,73.0,22.5,24.2,36.0,59.3,6.2,460.0,28.0,31.0,946.3,3.9,1.0,27.0,5.0,2.0,-8.0
islamabad,2026-05-26 21:00:00+00:00,64.0,18.2,19.6,49.0,43.4,5.2,217.0,27.3,32.0,945.7,2.7,2.0,27.0,5.0,2.0,-9.0
islamabad,2026-05-26 22:00:00+00:00,58.0,15.5,16.5,51.0,34.8,4.6,142.0,27.1,30.0,945.4,2.4,3.0,27.0,5.0,2.0,-6.0
islamabad,2026-05-26 23:00:00+00:00,54.0,13.7,14.6,49.0,29.3,4.2,174.0,27.1,26.0,945.2,4.2,4.0,27.0,5.0,2.0,-4.0
islamabad,2026-05-27 00:00:00+00:00,46.0,11.1,11.7,55.0,24.4,4.3,287.0,27.4,25.0,945.3,4.5,5.0,27.0,5.0,2.0,-8.0
islamabad,2026-05-27 01:00:00+00:00,45.0,10.7,11.4,74.0,25.0,5.1,557.0,26.9,31.0,945.5,5.0,6.0,27.0,5.0,2.0,-1.0
islamabad,2026-05-27 02:00:00+00:00,51.0,12.3,13.6,99.0,25.5,6.2,907.0,29.2,31.0,946.2,4.6,7.0,27.0,5.0,2.0,6.0
islamabad,2026-05-27 03:00:00+00:00,45.0,10.9,14.6,121.0,23.8,6.9,1078.0,32.5,23.0,947.4,5.3,8.0,27.0,5.0,2.0,-6.0
islamabad,2026-05-27 04:00:00+00:00,42.0,10.1,22.2,134.0,17.8,6.7,891.0,35.6,18.0,947.6,4.2,9.0,27.0,5.0,2.0,-3.0
islamabad,2026-05-27 05:00:00+00:00,54.0,13.4,35.4,143.0,9.7,6.2,525.0,37.7,14.0,947.5,4.0,10.0,27.0,5.0,2.0,12.0
islamabad,2026-05-27 06:00:00+00:00,56.0,14.4,39.2,149.0,3.7,5.6,252.0,38.8,13.0,947.4,2.9,11.0,27.0,5.0,2.0,2.0
islamabad,2026-05-27 07:00:00+00:00,55.0,14.1,37.8,152.0,1.9,5.2,188.0,39.7,11.0,947.1,10.4,12.0,27.0,5.0,2.0,-1.0
islamabad,2026-05-27 08:00:00+00:00,55.0,13.9,36.3,153.0,2.4,4.9,216.0,39.6,12.0,946.4,14.3,13.0,27.0,5.0,2.0,0.0
islamabad,2026-05-27 09:00:00+00:00,56.0,14.4,36.2,152.0,3.2,4.6,263.0,39.5,12.0,946.1,14.9,14.0,27.0,5.0,2.0,1.0
islamabad,2026-05-27 10:00:00+00:00,57.0,14.8,36.6,153.0,2.3,4.4,270.0,39.2,13.0,945.8,15.6,15.0,27.0,5.0,2.0,1.0
islamabad,2026-05-27 11:00:00+00:00,57.0,15.1,37.1,153.0,1.9,4.2,294.0,38.9,12.0,945.6,14.4,16.0,27.0,5.0,2.0,0.0
islamabad,2026-05-27 12:00:00+00:00,54.0,13.3,33.4,147.0,6.2,4.0,435.0,39.1,10.0,945.1,11.5,17.0,27.0,5.0,2.0,-3.0
islamabad,2026-05-27 13:00:00+00:00,52.0,12.8,30.7,128.0,16.5,4.7,824.0,37.6,11.0,945.2,7.8,18.0,27.0,5.0,2.0,-2.0
islamabad,2026-05-27 14:00:00+00:00,57.0,15.0,30.0,100.0,31.3,5.6,1331.0,34.3,18.0,944.9,4.4,19.0,27.0,5.0,2.0,5.0
islamabad,2026-05-27 15:00:00+00:00,70.0,21.3,36.2,73.0,46.0,6.4,1656.0,32.3,23.0,945.0,6.2,20.0,27.0,5.0,2.0,13.0
islamabad,2026-05-27 16:00:00+00:00,87.0,29.1,44.4,46.0,62.3,7.0,1665.0,30.3,29.0,944.9,7.4,21.0,27.0,5.0,2.0,17.0
islamabad,2026-05-27 17:00:00+00:00,101.0,35.7,49.0,20.0,78.5,7.4,1494.0,29.3,31.0,944.9,6.4,22.0,27.0,5.0,2.0,14.0
islamabad,2026-05-27 18:00:00+00:00,103.0,36.2,46.9,7.0,85.1,7.4,1252.0,29.9,29.0,944.7,5.9,23.0,27.0,5.0,2.0,2.0
islamabad,2026-05-27 19:00:00+00:00,92.0,31.8,41.1,16.0,74.1,6.8,913.0,29.1,29.0,944.5,6.5,0.0,28.0,5.0,3.0,-11.0
islamabad,2026-05-27 20:00:00+00:00,81.0,26.5,35.5,37.0,53.3,5.9,503.0,28.6,29.0,944.0,6.0,1.0,28.0,5.0,3.0,-11.0
islamabad,2026-05-27 21:00:00+00:00,72.0,22.1,31.2,52.0,37.1,5.1,215.0,28.3,27.0,944.1,6.0,2.0,28.0,5.0,3.0,-9.0
islamabad,2026-05-27 22:00:00+00:00,68.0,20.3,28.8,48.0,31.5,4.5,134.0,28.5,23.0,944.4,12.8,3.0,28.0,5.0,3.0,-4.0
islamabad,2026-05-27 23:00:00+00:00,68.0,20.0,27.8,38.0,30.4,4.0,174.0,28.4,22.0,944.4,12.5,4.0,28.0,5.0,3.0,0.0
islamabad,2026-05-28 00:00:00+00:00,67.0,19.5,25.8,44.0,29.4,4.4,267.0,27.6,28.0,944.2,3.6,5.0,28.0,5.0,3.0,-1.0
islamabad,2026-05-28 01:00:00+00:00,64.0,18.4,24.2,58.0,29.0,5.1,445.0,28.1,34.0,945.2,0.9,6.0,28.0,5.0,3.0,-3.0
islamabad,2026-05-28 02:00:00+00:00,68.0,20.0,27.0,79.0,28.2,6.1,676.0,29.0,29.0,945.5,6.1,7.0,28.0,5.0,3.0,4.0
islamabad,2026-05-28 03:00:00+00:00,66.0,19.4,34.2,101.0,25.5,7.0,793.0,31.4,25.0,946.9,10.9,8.0,28.0,5.0,3.0,-2.0
islamabad,2026-05-28 04:00:00+00:00,65.0,18.6,39.2,125.0,19.2,7.8,685.0,33.3,20.0,947.1,5.9,9.0,28.0,5.0,3.0,-1.0
islamabad,2026-05-28 05:00:00+00:00,63.0,17.9,41.8,149.0,11.0,8.4,463.0,36.4,16.0,947.2,5.7,10.0,28.0,5.0,3.0,-2.0
islamabad,2026-05-28 06:00:00+00:00,62.0,17.1,41.3,166.0,4.9,8.5,295.0,37.0,15.0,947.7,9.4,11.0,28.0,5.0,3.0,-1.0
islamabad,2026-05-28 07:00:00+00:00,59.0,15.7,37.5,171.0,2.8,7.5,253.0,38.9,11.0,947.6,5.0,12.0,28.0,5.0,3.0,-3.0
islamabad,2026-05-28 08:00:00+00:00,56.0,14.3,33.5,168.0,2.9,6.0,264.0,38.6,12.0,947.0,1.5,13.0,28.0,5.0,3.0,-3.0
islamabad,2026-05-28 09:00:00+00:00,54.0,13.5,31.7,164.0,3.4,4.8,280.0,38.7,11.0,946.7,7.2,14.0,28.0,5.0,3.0,-2.0
islamabad,2026-05-28 10:00:00+00:00,52.0,12.7,29.9,164.0,2.2,4.2,230.0,38.4,12.0,945.9,7.9,15.0,28.0,5.0,3.0,-2.0
islamabad,2026-05-28 11:00:00+00:00,48.0,11.5,27.2,162.0,1.5,3.8,185.0,38.7,11.0,945.5,10.9,16.0,28.0,5.0,3.0,-4.0
islamabad,2026-05-28 12:00:00+00:00,46.0,11.0,24.2,155.0,6.8,5.7,304.0,38.1,11.0,945.3,7.4,17.0,28.0,5.0,3.0,-2.0
islamabad,2026-05-28 13:00:00+00:00,43.0,10.3,21.5,124.0,30.3,6.7,788.0,37.4,12.0,945.2,6.6,18.0,28.0,5.0,3.0,-3.0
islamabad,2026-05-28 14:00:00+00:00,61.0,16.8,25.3,80.0,62.7,8.2,1437.0,35.7,18.0,944.7,1.2,19.0,28.0,5.0,3.0,18.0
islamabad,2026-05-28 15:00:00+00:00,84.0,27.6,35.0,45.0,87.5,9.2,1811.0,33.1,19.0,945.3,2.9,20.0,28.0,5.0,3.0,23.0
islamabad,2026-05-28 16:00:00+00:00,111.0,39.6,47.6,24.0,98.3,9.6,1654.0,31.7,22.0,945.8,8.8,21.0,28.0,5.0,3.0,27.0
islamabad,2026-05-28 17:00:00+00:00,130.0,47.1,55.2,12.0,101.5,9.6,1222.0,30.4,24.0,945.6,7.8,22.0,28.0,5.0,3.0,19.0
islamabad,2026-05-28 18:00:00+00:00,123.0,44.6,50.5,6.0,99.1,9.2,844.0,30.3,26.0,945.1,4.0,23.0,28.0,5.0,3.0,-7.0
islamabad,2026-05-28 19:00:00+00:00,110.0,39.2,43.9,9.0,89.8,8.0,633.0,29.0,31.0,944.1,1.8,0.0,29.0,5.0,4.0,-13.0
islamabad,2026-05-28 20:00:00+00:00,97.0,33.8,38.0,18.0,74.9,6.4,476.0,28.0,32.0,943.1,2.4,1.0,29.0,5.0,4.0,-13.0
islamabad,2026-05-28 21:00:00+00:00,87.0,29.0,33.4,28.0,60.4,5.2,367.0,27.3,33.0,942.7,2.1,2.0,29.0,5.0,4.0,-10.0
islamabad,2026-05-28 22:00:00+00:00,79.0,25.4,30.4,33.0,47.6,4.6,301.0,27.0,32.0,942.7,2.7,3.0,29.0,5.0,4.0,-8.0
islamabad,2026-05-28 23:00:00+00:00,74.0,23.1,28.9,39.0,35.1,4.3,283.0,27.1,29.0,943.0,2.1,4.0,29.0,5.0,4.0,-5.0
islamabad,2026-05-29 00:00:00+00:00,75.0,23.5,28.3,25.0,45.2,4.0,322.0,27.8,35.0,943.1,0.8,5.0,29.0,5.0,4.0,1.0
islamabad,2026-05-29 01:00:00+00:00,69.0,20.7,26.0,54.0,36.7,6.0,469.0,26.4,32.0,943.5,3.8,6.0,29.0,5.0,4.0,-6.0
islamabad,2026-05-29 02:00:00+00:00,71.0,21.6,28.7,94.0,24.9,8.7,673.0,27.3,32.0,944.7,5.1,7.0,29.0,5.0,4.0,2.0
islamabad,2026-05-29 03:00:00+00:00,69.0,20.8,31.5,128.0,15.2,10.5,784.0,30.4,26.0,946.2,8.7,8.0,29.0,5.0,4.0,-2.0
islamabad,2026-05-29 04:00:00+00:00,70.0,21.0,33.9,151.0,9.6,10.4,710.0,32.5,26.0,946.7,11.4,9.0,29.0,5.0,4.0,1.0
islamabad,2026-05-29 05:00:00+00:00,74.0,23.2,42.7,169.0,6.1,9.3,543.0,33.8,26.0,946.8,15.8,10.0,29.0,5.0,4.0,4.0
