city,date,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,pressure,wind,hour,day,month,day_of_week,aqi_change_rate
islamabad,2026-06-20 05:00:00+00:00,70.0,21.3,32.1,153.0,8.8,10.8,446.0,33.3,34.0,948.1,4.2,10.0,20.0,6.0,5.0,-1.0
islamabad,2026-06-20 06:00:00+00:00,71.0,21.5,33.4,168.0,5.0,10.5,349.0,34.1,29.0,948.3,5.0,11.0,20.0,6.0,5.0,1.0
islamabad,2026-06-20 07:00:00+00:00,74.0,22.8,35.3,178.0,3.2,10.2,328.0,34.2,29.0,948.0,4.8,12.0,20.0,6.0,5.0,3.0
islamabad,2026-06-20 08:00:00+00:00,75.0,23.6,35.6,183.0,3.4,9.8,340.0,34.7,29.0,947.6,5.0,13.0,20.0,6.0,5.0,1.0
islamabad,2026-06-20 09:00:00+00:00,76.0,24.2,36.3,184.0,4.0,9.4,352.0,34.9,29.0,947.2,4.9,14.0,20.0,6.0,5.0,1.0
islamabad,2026-06-20 10:00:00+00:00,76.0,23.9,36.2,184.0,2.3,8.9,275.0,34.7,30.0,946.6,6.4,15.0,20.0,6.0,5.0,0.0
islamabad,2026-06-20 11:00:00+00:00,75.0,23.6,36.2,179.0,1.1,8.4,199.0,34.6,30.0,946.2,6.3,16.0,20.0,6.0,5.0,-1.0
islamabad,2026-06-20 12:00:00+00:00,46.0,11.0,13.2,152.0,8.4,6.8,361.0,35.4,27.0,945.7,5.9,17.0,20.0,6.0,5.0,-29.0
islamabad,2026-06-20 13:00:00+00:00,48.0,11.5,13.9,122.0,29.4,7.7,1043.0,34.7,26.0,945.5,8.7,18.0,20.0,6.0,5.0,2.0
islamabad,2026-06-20 14:00:00+00:00,62.0,17.5,19.9,81.0,57.9,9.0,1964.0,32.6,33.0,945.5,8.1,19.0,20.0,6.0,5.0,14.0
islamabad,2026-06-20 15:00:00+00:00,85.0,28.3,31.1,51.0,75.5,9.5,2518.0,30.5,43.0,945.4,4.4,20.0,20.0,6.0,5.0,23.0
islamabad,2026-06-20 16:00:00+00:00,77.0,24.5,27.4,45.0,72.0,8.6,2370.0,28.8,51.0,945.7,5.8,21.0,20.0,6.0,5.0,-8.0
islamabad,2026-06-20 17:00:00+00:00,77.0,24.4,27.6,50.0,57.5,6.9,1855.0,28.4,51.0,945.7,7.4,22.0,20.0,6.0,5.0,0.0
islamabad,2026-06-20 18:00:00+00:00,77.0,24.7,28.0,55.0,44.5,5.5,1379.0,29.3,40.0,946.0,4.0,23.0,20.0,6.0,5.0,0.0
islamabad,2026-06-20 19:00:00+00:00,76.0,23.8,27.1,54.0,37.3,4.6,1062.0,27.7,47.0,945.4,6.0,0.0,21.0,6.0,6.0,-1.0
islamabad,2026-06-20 20:00:00+00:00,72.0,22.2,25.3,53.0,31.5,3.9,784.0,23.1,75.0,945.3,12.7,1.0,21.0,6.0,6.0,-4.0
islamabad,2026-06-20 21:00:00+00:00,69.0,20.7,23.5,52.0,26.5,3.3,588.0,21.9,84.0,945.1,17.8,2.0,21.0,6.0,6.0,-3.0
islamabad,2026-06-20 22:00:00+00:00,66.0,19.0,21.4,50.0,22.2,2.7,515.0,22.2,84.0,944.4,8.8,3.0,21.0,6.0,6.0,-3.0
islamabad,2026-06-20 23:00:00+00:00,62.0,17.1,19.7,49.0,18.8,2.2,524.0,21.8,96.0,944.6,1.0,4.0,21.0,6.0,6.0,-4.0
islamabad,2026-06-21 00:00:00+00:00,62.0,17.2,20.4,60.0,12.7,2.6,539.0,22.6,77.0,944.6,7.1,5.0,21.0,6.0,6.0,0.0
islamabad,2026-06-21 01:00:00+00:00,63.0,17.9,21.0,75.0,12.5,4.1,541.0,23.6,75.0,944.9,2.3,6.0,21.0,6.0,6.0,1.0
islamabad,2026-06-21 02:00:00+00:00,68.0,20.0,23.6,95.0,12.0,6.2,548.0,26.9,58.0,945.7,3.4,7.0,21.0,6.0,6.0,5.0
islamabad,2026-06-21 03:00:00+00:00,68.0,20.0,28.2,115.0,10.9,7.9,536.0,30.0,41.0,946.4,1.6,8.0,21.0,6.0,6.0,0.0
islamabad,2026-06-21 04:00:00+00:00,61.0,16.8,24.2,133.0,8.4,9.1,485.0,32.1,34.0,946.4,1.5,9.0,21.0,6.0,6.0,-7.0
islamabad,2026-06-21 05:00:00+00:00,54.0,13.4,20.4,151.0,5.3,10.0,415.0,34.1,29.0,946.2,0.7,10.0,21.0,6.0,6.0,-7.0
islamabad,2026-06-21 06:00:00+00:00,53.0,13.1,20.7,162.0,3.0,10.3,362.0,35.1,26.0,946.2,5.7,11.0,21.0,6.0,6.0,-1.0
islamabad,2026-06-21 07:00:00+00:00,53.0,13.2,21.2,164.0,2.4,9.6,338.0,34.8,26.0,945.9,9.3,12.0,21.0,6.0,6.0,0.0
islamabad,2026-06-21 08:00:00+00:00,55.0,13.8,22.0,161.0,2.6,8.4,330.0,35.4,26.0,945.6,9.0,13.0,21.0,6.0,6.0,2.0
islamabad,2026-06-21 09:00:00+00:00,56.0,14.6,23.0,156.0,3.2,7.4,339.0,35.7,25.0,945.0,5.5,14.0,21.0,6.0,6.0,1.0
islamabad,2026-06-21 10:00:00+00:00,59.0,15.7,24.3,153.0,3.1,7.0,326.0,35.4,25.0,944.5,7.4,15.0,21.0,6.0,6.0,3.0
islamabad,2026-06-21 11:00:00+00:00,63.0,17.9,27.3,150.0,3.3,6.9,329.0,35.3,25.0,944.3,7.7,16.0,21.0,6.0,6.0,4.0
islamabad,2026-06-21 12:00:00+00:00,71.0,21.4,33.5,145.0,6.2,6.3,463.0,30.1,54.0,943.2,7.1,17.0,21.0,6.0,6.0,8.0
islamabad,2026-06-21 13:00:00+00:00,73.0,22.5,31.7,121.0,16.6,6.4,890.0,31.1,49.0,944.0,4.8,18.0,21.0,6.0,6.0,2.0
islamabad,2026-06-21 14:00:00+00:00,80.0,25.9,31.1,88.0,31.1,6.4,1448.0,29.6,54.0,944.0,4.6,19.0,21.0,6.0,6.0,7.0
islamabad,2026-06-21 15:00:00+00:00,89.0,30.4,35.0,60.0,42.8,6.5,1763.0,28.2,66.0,943.9,4.4,20.0,21.0,6.0,6.0,9.0
islamabad,2026-06-21 16:00:00+00:00,99.0,34.9,39.7,44.0,49.6,6.6,1603.0,27.4,73.0,944.3,3.5,21.0,21.0,6.0,6.0,10.0
islamabad,2026-06-21 17:00:00+00:00,104.0,36.8,41.3,33.0,53.6,6.7,1200.0,26.5,78.0,944.4,2.3,22.0,21.0,6.0,6.0,5.0
islamabad,2026-06-21 18:00:00+00:00,101.0,35.7,40.3,26.0,54.4,6.5,884.0,26.9,71.0,944.1,1.9,23.0,21.0,6.0,6.0,-3.0
islamabad,2026-06-21 19:00:00+00:00,95.0,32.8,36.9,22.0,50.9,5.7,806.0,26.2,67.0,944.3,4.4,0.0,22.0,6.0,0.0,-6.0
islamabad,2026-06-21 20:00:00+00:00,89.0,30.2,33.6,22.0,44.2,4.6,815.0,26.2,56.0,944.3,7.5,1.0,22.0,6.0,0.0,-6.0
islamabad,2026-06-21 21:00:00+00:00,85.0,28.5,31.2,27.0,36.9,3.6,785.0,22.9,77.0,944.8,13.6,2.0,22.0,6.0,0.0,-4.0
islamabad,2026-06-21 22:00:00+00:00,83.0,27.2,29.5,38.0,28.9,2.8,618.0,21.0,88.0,945.2,12.5,3.0,22.0,6.0,0.0,-2.0
islamabad,2026-06-21 23:00:00+00:00,75.0,23.3,25.7,53.0,20.5,2.2,412.0,21.6,84.0,944.9,14.1,4.0,22.0,6.0,0.0,-8.0
islamabad,2026-06-22 00:00:00+00:00,57.0,14.8,17.1,89.0,8.2,1.9,340.0,21.7,84.0,945.1,13.1,5.0,22.0,6.0,0.0,-18.0
islamabad,2026-06-22 01:00:00+00:00,56.0,14.5,18.3,89.0,11.7,2.5,554.0,21.7,84.0,945.1,10.9,6.0,22.0,6.0,0.0,-1.0
islamabad,2026-06-22 02:00:00+00:00,59.0,16.1,21.0,89.0,16.3,3.4,901.0,23.3,78.0,945.6,8.8,7.0,22.0,6.0,0.0,3.0
islamabad,2026-06-22 03:00:00+00:00,66.0,19.4,27.0,96.0,18.3,4.4,1095.0,26.1,66.0,946.4,3.6,8.0,22.0,6.0,0.0,7.0
islamabad,2026-06-22 04:00:00+00:00,72.0,22.2,33.8,114.0,14.9,5.6,971.0,29.0,49.0,947.3,1.5,9.0,22.0,6.0,0.0,6.0
islamabad,2026-06-22 05:00:00+00:00,72.0,22.1,34.1,139.0,8.9,7.0,693.0,30.8,40.0,947.5,2.4,10.0,22.0,6.0,0.0,0.0
islamabad,2026-06-22 06:00:00+00:00,69.0,20.8,31.8,158.0,4.3,7.9,473.0,30.3,43.0,948.1,8.1,11.0,22.0,6.0,0.0,-3.0
islamabad,2026-06-22 07:00:00+00:00,68.0,20.0,30.5,167.0,3.0,8.0,392.0,27.9,55.0,948.4,17.7,12.0,22.0,6.0,0.0,-1.0
islamabad,2026-06-22 08:00:00+00:00,67.0,19.6,30.2,170.0,3.1,7.7,368.0,29.0,50.0,947.8,14.0,13.0,22.0,6.0,0.0,-1.0
islamabad,2026-06-22 09:00:00+00:00,69.0,20.5,32.1,171.0,3.8,7.5,364.0,29.7,47.0,947.0,11.5,14.0,22.0,6.0,0.0,2.0
islamabad,2026-06-22 10:00:00+00:00,72.0,21.9,34.2,174.0,3.6,7.8,308.0,30.5,44.0,946.8,7.8,15.0,22.0,6.0,0.0,3.0
islamabad,2026-06-22 11:00:00+00:00,72.0,22.3,34.6,175.0,3.8,8.3,272.0,30.7,42.0,946.1,5.5,16.0,22.0,6.0,0.0,0.0
islamabad,2026-06-22 12:00:00+00:00,62.0,17.2,24.3,139.0,7.6,5.8,439.0,31.6,38.0,944.9,8.9,17.0,22.0,6.0,0.0,-10.0
islamabad,2026-06-22 13:00:00+00:00,64.0,18.5,24.8,110.0,24.8,6.5,1039.0,30.9,44.0,944.8,4.7,18.0,22.0,6.0,0.0,2.0
islamabad,2026-06-22 14:00:00+00:00,76.0,24.2,28.4,69.0,48.8,7.5,1842.0,29.0,53.0,944.7,6.3,19.0,22.0,6.0,0.0,12.0
islamabad,2026-06-22 15:00:00+00:00,90.0,30.6,34.5,36.0,67.9,8.2,2338.0,27.6,57.0,944.9,7.8,20.0,22.0,6.0,0.0,14.0
islamabad,2026-06-22 16:00:00+00:00,101.0,35.7,39.6,17.0,78.0,8.4,2262.0,26.8,59.0,945.2,8.0,21.0,22.0,6.0,0.0,11.0
islamabad,2026-06-22 17:00:00+00:00,113.0,40.2,43.8,6.0,83.2,8.4,1879.0,25.8,64.0,945.0,5.6,22.0,22.0,6.0,0.0,12.0
islamabad,2026-06-22 18:00:00+00:00,119.0,42.7,45.9,0.0,85.1,8.0,1476.0,26.0,64.0,944.5,4.0,23.0,22.0,6.0,0.0,6.0
islamabad,2026-06-22 19:00:00+00:00,117.0,41.9,44.7,0.0,83.3,7.2,1094.0,25.2,70.0,944.3,4.6,0.0,23.0,6.0,1.0,-2.0
islamabad,2026-06-22 20:00:00+00:00,110.0,39.3,41.7,4.0,78.1,6.1,693.0,24.7,73.0,944.0,4.6,1.0,23.0,6.0,1.0,-7.0
islamabad,2026-06-22 21:00:00+00:00,104.0,36.8,38.9,9.0,71.5,5.1,435.0,24.8,73.0,943.8,3.8,2.0,23.0,6.0,1.0,-6.0
islamabad,2026-06-22 22:00:00+00:00,99.0,35.0,37.0,9.0,63.5,3.8,412.0,24.6,74.0,943.7,2.0,3.0,23.0,6.0,1.0,-5.0
islamabad,2026-06-22 23:00:00+00:00,97.0,34.1,35.9,10.0,54.0,2.7,533.0,24.6,73.0,943.8,0.5,4.0,23.0,6.0,1.0,-2.0
islamabad,2026-06-23 00:00:00+00:00,80.0,25.9,27.5,33.0,35.0,4.7,685.0,24.8,68.0,944.0,0.6,5.0,23.0,6.0,1.0,-17.0
islamabad,2026-06-23 01:00:00+00:00,77.0,24.5,26.0,55.0,31.1,7.0,894.0,24.8,69.0,944.0,1.2,6.0,23.0,6.0,1.0,-3.0
islamabad,2026-06-23 02:00:00+00:00,75.0,23.6,25.4,86.0,25.5,10.2,1135.0,26.2,64.0,944.5,2.0,7.0,23.0,6.0,1.0,-2.0
islamabad,2026-06-23 03:00:00+00:00,69.0,20.8,26.5,114.0,19.8,12.3,1215.0,28.7,54.0,945.0,0.9,8.0,23.0,6.0,1.0,-6.0
islamabad,2026-06-23 04:00:00+00:00,68.0,20.3,27.2,137.0,14.1,12.2,982.0,30.8,47.0,945.1,1.5,9.0,23.0,6.0,1.0,-1.0
islamabad,2026-06-23 05:00:00+00:00,66.0,19.2,25.9,157.0,8.4,11.0,589.0,32.4,42.0,945.0,4.0,10.0,23.0,6.0,1.0,-2.0
islamabad,2026-06-23 06:00:00+00:00,70.0,20.9,27.7,172.0,4.3,9.8,299.0,33.5,35.0,944.9,3.9,11.0,23.0,6.0,1.0,4.0
islamabad,2026-06-23 07:00:00+00:00,66.0,19.1,24.9,179.0,2.8,9.1,229.0,34.0,33.0,944.2,5.1,12.0,23.0,6.0,1.0,-4.0
islamabad,2026-06-23 08:00:00+00:00,63.0,17.8,22.7,181.0,3.0,8.5,262.0,34.4,33.0,943.3,7.3,13.0,23.0,6.0,1.0,-3.0
islamabad,2026-06-23 09:00:00+00:00,62.0,17.3,21.8,179.0,3.6,8.0,310.0,34.6,33.0,942.5,9.0,14.0,23.0,6.0,1.0,-1.0
islamabad,2026-06-23 10:00:00+00:00,60.0,16.6,20.9,177.0,2.2,7.5,274.0,34.7,33.0,942.1,8.3,15.0,23.0,6.0,1.0,-2.0
islamabad,2026-06-23 11:00:00+00:00,59.0,15.8,20.0,173.0,1.3,7.1,252.0,34.6,33.0,941.6,6.9,16.0,23.0,6.0,1.0,-1.0
islamabad,2026-06-23 12:00:00+00:00,53.0,13.1,16.5,157.0,7.2,6.9,455.0,34.9,32.0,940.8,6.2,17.0,23.0,6.0,1.0,-6.0
islamabad,2026-06-23 13:00:00+00:00,52.0,12.5,16.4,124.0,27.6,7.9,1159.0,33.8,38.0,940.5,6.0,18.0,23.0,6.0,1.0,-1.0
islamabad,2026-06-23 14:00:00+00:00,66.0,19.4,22.6,78.0,55.7,9.2,2087.0,31.5,49.0,940.3,5.8,19.0,23.0,6.0,1.0,14.0
islamabad,2026-06-23 15:00:00+00:00,89.0,30.0,33.8,43.0,76.3,10.1,2617.0,29.7,57.0,940.4,4.3,20.0,23.0,6.0,1.0,23.0
islamabad,2026-06-23 16:00:00+00:00,100.0,35.2,38.8,27.0,83.4,10.1,2383.0,29.2,56.0,941.0,4.2,21.0,23.0,6.0,1.0,11.0
islamabad,2026-06-23 17:00:00+00:00,104.0,36.8,39.8,22.0,82.9,9.7,1751.0,28.3,61.0,941.2,3.2,22.0,23.0,6.0,1.0,4.0
islamabad,2026-06-23 18:00:00+00:00,104.0,36.6,39.1,23.0,77.4,9.1,1196.0,29.1,60.0,941.2,0.9,23.0,23.0,6.0,1.0,0.0
islamabad,2026-06-23 19:00:00+00:00,96.0,33.5,35.6,33.0,65.0,8.3,876.0,28.0,61.0,941.4,1.7,0.0,24.0,6.0,2.0,-8.0
islamabad,2026-06-23 20:00:00+00:00,87.0,29.4,31.3,49.0,47.6,7.2,633.0,27.7,59.0,941.9,2.3,1.0,24.0,6.0,2.0,-9.0
islamabad,2026-06-23 21:00:00+00:00,80.0,26.1,27.9,62.0,33.6,6.4,465.0,27.3,57.0,941.8,5.2,2.0,24.0,6.0,2.0,-7.0
islamabad,2026-06-23 22:00:00+00:00,76.0,24.0,25.7,65.0,26.7,5.8,384.0,26.5,60.0,941.8,6.0,3.0,24.0,6.0,2.0,-4.0
islamabad,2026-06-23 23:00:00+00:00,73.0,22.4,24.1,65.0,23.3,5.5,378.0,25.9,62.0,942.2,8.1,4.0,24.0,6.0,2.0,-3.0
islamabad,2026-06-24 00:00:00+00:00,70.0,21.1,22.9,84.0,16.4,4.4,413.0,26.3,64.0,942.5,6.7,5.0,24.0,6.0,2.0,-3.0
islamabad,2026-06-24 01:00:00+00:00,71.0,21.7,23.1,100.0,15.6,5.6,511.0,26.6,62.0,943.2,8.7,6.0,24.0,6.0,2.0,1.0
islamabad,2026-06-24 02:00:00+00:00,70.0,21.2,22.6,122.0,14.4,7.2,651.0,28.2,60.0,943.9,8.0,7.0,24.0,6.0,2.0,-1.0
islamabad,2026-06-24 03:00:00+00:00,66.0,19.1,23.7,140.0,12.6,8.5,730.0,30.0,52.0,944.5,7.9,8.0,24.0,6.0,2.0,-4.0
islamabad,2026-06-24 04:00:00+00:00,70.0,20.9,29.6,151.0,9.8,9.1,690.0,31.8,47.0,945.0,7.7,9.0,24.0,6.0,2.0,4.0
islamabad,2026-06-24 05:00:00+00:00,73.0,22.6,36.2,158.0,6.5,9.4,590.0,33.2,43.0,945.2,6.8,10.0,24.0,6.0,2.0,3.0
islamabad,2026-06-24 06:00:00+00:00,75.0,23.6,42.5,162.0,4.1,9.4,505.0,33.9,39.0,944.8,4.7,11.0,24.0,6.0,2.0,2.0
islamabad,2026-06-24 07:00:00+00:00,79.0,25.3,48.1,163.0,3.1,9.0,461.0,35.4,36.0,944.4,3.4,12.0,24.0,6.0,2.0,4.0
islamabad,2026-06-24 08:00:00+00:00,79.0,25.4,48.3,161.0,3.0,8.4,431.0,36.3,33.0,943.7,2.6,13.0,24.0,6.0,2.0,0.0
islamabad,2026-06-24 09:00:00+00:00,78.0,25.1,46.7,158.0,3.5,7.9,412.0,37.2,32.0,942.7,3.3,14.0,24.0,6.0,2.0,-1.0
islamabad,2026-06-24 10:00:00+00:00,77.0,24.4,44.5,156.0,2.9,7.5,375.0,37.7,30.0,942.2,6.5,15.0,24.0,6.0,2.0,-1.0
islamabad,2026-06-24 11:00:00+00:00,76.0,24.2,43.8,152.0,2.9,7.3,349.0,37.3,29.0,941.8,6.4,16.0,24.0,6.0,2.0,-1.0
islamabad,2026-06-24 12:00:00+00:00,78.0,24.8,44.1,140.0,8.5,7.4,412.0,37.8,29.0,940.4,4.6,17.0,24.0,6.0,2.0,2.0
islamabad,2026-06-24 13:00:00+00:00,85.0,28.2,48.4,112.0,25.3,8.2,666.0,36.3,32.0,940.6,10.3,18.0,24.0,6.0,2.0,7.0
islamabad,2026-06-24 14:00:00+00:00,91.0,31.3,48.1,77.0,47.7,9.2,1010.0,34.2,40.0,940.9,8.2,19.0,24.0,6.0,2.0,6.0
islamabad,2026-06-24 15:00:00+00:00,110.0,39.2,54.8,49.0,64.3,9.9,1221.0,32.9,44.0,941.6,6.5,20.0,24.0,6.0,2.0,19.0
islamabad,2026-06-24 16:00:00+00:00,118.0,42.4,56.3,35.0,70.5,9.8,1182.0,31.5,50.0,942.4,7.2,21.0,24.0,6.0,2.0,8.0
islamabad,2026-06-24 17:00:00+00:00,120.0,43.3,54.7,29.0,70.9,9.3,1009.0,30.6,52.0,943.3,11.4,22.0,24.0,6.0,2.0,2.0
islamabad,2026-06-24 18:00:00+00:00,118.0,42.3,51.5,29.0,67.1,8.6,831.0,30.3,54.0,943.6,11.6,23.0,24.0,6.0,2.0,-2.0
islamabad,2026-06-24 19:00:00+00:00,112.0,39.9,47.3,35.0,57.9,7.8,674.0,29.6,55.0,943.5,11.1,0.0,25.0,6.0,3.0,-6.0
islamabad,2026-06-24 20:00:00+00:00,103.0,36.2,42.1,46.0,44.6,6.8,513.0,29.3,54.0,943.9,17.5,1.0,25.0,6.0,3.0,-9.0
islamabad,2026-06-24 21:00:00+00:00,94.0,32.6,37.7,57.0,32.9,5.9,394.0,25.4,67.0,944.7,13.0,2.0,25.0,6.0,3.0,-9.0
islamabad,2026-06-24 22:00:00+00:00,88.0,29.9,35.2,66.0,24.6,5.0,338.0,24.2,78.0,944.3,12.8,3.0,25.0,6.0,3.0,-6.0
islamabad,2026-06-24 23:00:00+00:00,81.0,26.5,31.9,75.0,17.9,4.3,324.0,25.0,74.0,944.5,8.3,4.0,25.0,6.0,3.0,-7.0
islamabad,2026-06-25 00:00:00+00:00,78.0,24.9,30.7,85.0,13.6,4.1,344.0,25.2,81.0,943.9,11.0,5.0,25.0,6.0,3.0,-3.0
islamabad,2026-06-25 01:00:00+00:00,76.0,24.1,30.2,96.0,13.3,4.8,420.0,25.8,77.0,944.8,6.9,6.0,25.0,6.0,3.0,-2.0
islamabad,2026-06-25 02:00:00+00:00,79.0,25.6,32.2,107.0,15.4,6.0,530.0,26.7,71.0,946.0,9.0,7.0,25.0,6.0,3.0,3.0
islamabad,2026-06-25 03:00:00+00:00,83.0,27.4,45.6,120.0,15.9,7.3,592.0,27.5,66.0,947.0,11.0,8.0,25.0,6.0,3.0,4.0
islamabad,2026-06-25 04:00:00+00:00,88.0,29.7,56.0,137.0,12.6,8.8,559.0,28.5,60.0,947.7,14.6,9.0,25.0,6.0,3.0,5.0
islamabad,2026-06-25 05:00:00+00:00,92.0,31.8,62.2,155.0,7.7,10.5,478.0,29.6,56.0,947.9,14.0,10.0,25.0,6.0,3.0,4.0
islamabad,2026-06-25 06:00:00+00:00,98.0,34.6,68.9,168.0,4.1,11.6,418.0,29.8,54.0,948.1,15.2,11.0,25.0,6.0,3.0,6.0
islamabad,2026-06-25 07:00:00+00:00,102.0,36.1,72.6,174.0,2.9,11.6,401.0,31.0,50.0,948.0,14.9,12.0,25.0,6.0,3.0,4.0
islamabad,2026-06-25 08:00:00+00:00,107.0,38.1,75.2,175.0,3.0,11.1,403.0,31.3,50.0,947.5,12.4,13.0,25.0,6.0,3.0,5.0
islamabad,2026-06-25 09:00:00+00:00,103.0,36.2,69.6,174.0,3.6,10.6,423.0,31.9,48.0,946.7,8.1,14.0,25.0,6.0,3.0,-4.0
islamabad,2026-06-25 10:00:00+00:00,104.0,36.7,69.6,173.0,2.3,10.2,414.0,32.6,46.0,945.9,6.2,15.0,25.0,6.0,3.0,1.0
islamabad,2026-06-25 11:00:00+00:00,99.0,34.7,65.2,168.0,1.5,9.9,422.0,32.7,45.0,945.3,7.3,16.0,25.0,6.0,3.0,-5.0
islamabad,2026-06-25 12:00:00+00:00,82.0,26.8,40.6,166.0,8.4,7.7,580.0,32.1,47.0,945.5,5.3,17.0,25.0,6.0,3.0,-17.0
islamabad,2026-06-25 13:00:00+00:00,85.0,28.4,42.5,135.0,27.8,8.7,1048.0,31.7,48.0,945.1,5.1,18.0,25.0,6.0,3.0,3.0
islamabad,2026-06-25 14:00:00+00:00,97.0,34.0,45.9,91.0,54.7,10.2,1667.0,30.4,59.0,944.8,2.9,19.0,25.0,6.0,3.0,12.0
islamabad,2026-06-25 15:00:00+00:00,121.0,43.7,54.5,55.0,76.2,11.0,2090.0,29.1,65.0,944.5,1.9,20.0,25.0,6.0,3.0,24.0
islamabad,2026-06-25 16:00:00+00:00,131.0,47.6,57.0,32.0,88.3,10.9,2162.0,28.4,70.0,945.0,1.5,21.0,25.0,6.0,3.0,10.0
islamabad,2026-06-25 17:00:00+00:00,141.0,51.7,60.3,16.0,94.9,10.2,2039.0,28.0,75.0,945.2,0.7,22.0,25.0,6.0,3.0,10.0
islamabad,2026-06-25 18:00:00+00:00,148.0,54.7,62.4,8.0,94.8,9.2,1845.0,28.4,70.0,945.0,3.0,23.0,25.0,6.0,3.0,7.0
islamabad,2026-06-25 19:00:00+00:00,143.0,52.6,58.0,11.0,84.8,7.8,1585.0,27.4,76.0,945.0,2.5,0.0,26.0,6.0,4.0,-5.0
islamabad,2026-06-25 20:00:00+00:00,130.0,47.4,51.2,22.0,68.2,6.2,1255.0,26.9,79.0,945.4,3.7,1.0,26.0,6.0,4.0,-13.0
islamabad,2026-06-25 21:00:00+00:00,119.0,43.0,46.2,33.0,53.2,5.0,959.0,26.9,75.0,945.3,4.8,2.0,26.0,6.0,4.0,-11.0
islamabad,2026-06-25 22:00:00+00:00,112.0,39.8,43.1,38.0,42.6,4.4,713.0,26.5,75.0,945.6,6.5,3.0,26.0,6.0,4.0,-7.0
islamabad,2026-06-25 23:00:00+00:00,106.0,37.4,40.2,42.0,33.8,4.2,503.0,26.3,74.0,945.9,6.4,4.0,26.0,6.0,4.0,-6.0
islamabad,2026-06-26 00:00:00+00:00,115.0,41.2,43.8,33.0,38.3,4.9,388.0,26.3,73.0,946.1,7.6,5.0,26.0,6.0,4.0,9.0
islamabad,2026-06-26 01:00:00+00:00,108.0,38.2,41.4,57.0,32.5,6.7,437.0,26.8,71.0,946.8,6.9,6.0,26.0,6.0,4.0,-7.0
islamabad,2026-06-26 02:00:00+00:00,92.0,31.5,36.6,91.0,24.3,9.3,583.0,28.3,66.0,947.3,6.6,7.0,26.0,6.0,4.0,-16.0
islamabad,2026-06-26 03:00:00+00:00,85.0,28.1,36.9,122.0,17.1,11.6,681.0,30.3,57.0,948.0,6.5,8.0,26.0,6.0,4.0,-7.0
islamabad,2026-06-26 04:00:00+00:00,87.0,29.2,40.5,147.0,11.9,13.5,666.0,32.0,51.0,948.2,5.1,9.0,26.0,6.0,4.0,2.0
islamabad,2026-06-26 05:00:00+00:00,92.0,31.7,46.0,169.0,7.6,15.2,604.0,33.4,46.0,948.3,4.2,10.0,26.0,6.0,4.0,5.0
islamabad,2026-06-26 06:00:00+00:00,96.0,33.3,48.9,186.0,4.7,16.0,553.0,34.2,41.0,948.3,3.0,11.0,26.0,6.0,4.0,4.0
islamabad,2026-06-26 07:00:00+00:00,97.0,34.2,49.0,196.0,3.5,15.5,530.0,35.5,38.0,948.0,4.0,12.0,26.0,6.0,4.0,1.0
islamabad,2026-06-26 08:00:00+00:00,98.0,34.3,48.1,200.0,3.6,14.3,517.0,35.9,36.0,947.6,4.3,13.0,26.0,6.0,4.0,1.0
islamabad,2026-06-26 09:00:00+00:00,99.0,34.9,47.8,201.0,4.3,13.2,522.0,36.3,35.0,946.6,3.6,14.0,26.0,6.0,4.0,1.0
islamabad,2026-06-26 10:00:00+00:00,103.0,36.2,49.2,203.0,3.0,12.7,484.0,36.2,36.0,946.1,3.0,15.0,26.0,6.0,4.0,4.0
islamabad,2026-06-26 11:00:00+00:00,103.0,36.3,49.5,201.0,2.2,12.4,464.0,36.1,35.0,945.6,4.4,16.0,26.0,6.0,4.0,0.0
islamabad,2026-06-26 12:00:00+00:00,100.0,35.2,50.6,186.0,9.1,11.7,650.0,36.7,31.0,944.9,7.8,17.0,26.0,6.0,4.0,-3.0
islamabad,2026-06-26 13:00:00+00:00,102.0,35.9,51.2,148.0,32.6,12.4,1292.0,36.0,32.0,945.0,6.6,18.0,26.0,6.0,4.0,2.0
islamabad,2026-06-26 14:00:00+00:00,125.0,45.4,59.8,96.0,64.8,13.2,2140.0,33.8,42.0,944.9,4.6,19.0,26.0,6.0,4.0,23.0
islamabad,2026-06-26 15:00:00+00:00,146.0,53.7,69.8,55.0,87.1,13.4,2635.0,32.2,49.0,945.1,2.1,20.0,26.0,6.0,4.0,21.0
islamabad,2026-06-26 16:00:00+00:00,151.0,55.9,72.4,37.0,91.0,12.3,2430.0,31.1,56.0,945.4,3.8,21.0,26.0,6.0,4.0,5.0
islamabad,2026-06-26 17:00:00+00:00,144.0,53.1,65.2,32.0,84.9,10.4,1872.0,30.1,59.0,946.0,3.6,22.0,26.0,6.0,4.0,-7.0
islamabad,2026-06-26 18:00:00+00:00,136.0,49.7,59.5,31.0,75.7,8.7,1439.0,30.2,59.0,946.0,5.2,23.0,26.0,6.0,4.0,-8.0
islamabad,2026-06-26 19:00:00+00:00,125.0,45.1,52.9,36.0,63.5,7.2,1358.0,28.9,61.0,945.8,6.9,0.0,27.0,6.0,5.0,-11.0
islamabad,2026-06-26 20:00:00+00:00,111.0,39.7,45.5,45.0,48.1,5.9,1403.0,28.2,61.0,945.8,6.5,1.0,27.0,6.0,5.0,-14.0
